document,document_id,source,location,doc_relation,notes,url,content,admin_url
T-S 10J20.3 (PGPID 5820),5820,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#690,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2368/change/
T-S 13J25.8 (PGPID 5900),5900,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#691,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3428/change/
T-S NS 225.15 (PGPID 6072),6072,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#692,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5803/change/
T-S 8J19.25 (PGPID 2041),2041,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.","#693, pp.295-299",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4530/change/
T-S 10J12.20 (PGPID 5809),5809,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#694,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2152/change/
T-S 12.386 (PGPID 5862),5862,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#695,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2818/change/
T-S 10J10.14 (PGPID 2774),2774,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#696,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2085/change/
DK 322 (alt: 14) (PGPID 6559),6559,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#697,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/864/change/
T-S 10J20.7 (PGPID 2953),2953,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#698,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2375/change/
Bodl. MS heb. d 66/93 + Bodl. MS heb. d 66/37 (PGPID 5616),5616,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#699,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/431/change/
Bodl. MS heb. d 66/37 + Bodl. MS heb. d 66/93 (PGPID 574),574,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.","#699, pp.318-320",Edition,with join,,None,https://geniza.princeton.edu/admin/footnotes/footnote/380/change/
BL OR 5542.19 (PGPID 5568),5568,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#700,Edition,"(Ṣabīḥ ʿAodeh, ""Eleventh Century Arabic Letters of Jewish Merchants from the Cairo Geniza,"" doc. 47, carries this shelfmark, but he appears to have mistaken the shelfmark, because he has edited a different text there.)",,None,https://geniza.princeton.edu/admin/footnotes/footnote/65/change/
T-S NS J563 (PGPID 6123),6123,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#701,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6192/change/
T-S 10J14.23 (PGPID 2851),2851,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#702,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2213/change/
CUL Or.1080 J130 (PGPID 5652),5652,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#703,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/653/change/
Bodl. MS heb. d 66/54 (PGPID 2547),2547,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#704,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/393/change/
ENA 4100.6b (PGPID 5705),5705,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#705,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1348/change/
T-S 12.369 (PGPID 5859),5859,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#706,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2794/change/
T-S 8J25.6 (PGPID 5971),5971,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#707,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4678/change/
T-S AS 147.4 (PGPID 4144),4144,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#708,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5337/change/
"Moss. II,193 (PGPID 5759)",5759,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#709,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1872/change/
T-S 13J23.2 (PGPID 5896),5896,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#710,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6273/change/
ENA 2727.17b (PGPID 5677),5677,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#711,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1002/change/
ENA NS 33.21 (PGPID 5716),5716,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#712,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1517/change/
T-S 8J28.8 (PGPID 5977),5977,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#713,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4732/change/
Stras. 4110/88 (PGPID 5801),5801,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#714,Edition,"Transcription listed in FGP, awaiting digitization on PGP",,None,https://geniza.princeton.edu/admin/footnotes/footnote/2075/change/
ENA 2805.11 (PGPID 690),690,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#715,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1077/change/
T-S NS 327.1a + T-S NS 327.1b (PGPID 6090),6090,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#716,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5956/change/
T-S 8J21.9 (PGPID 5959),5959,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#717,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4588/change/
AIU VIII.E.63 (PGPID 5565),5565,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#718,Edition,"Transcription listed on FGP, awaiting digitization on PGP",,None,https://geniza.princeton.edu/admin/footnotes/footnote/29/change/
CUL Or.1080 3.35 (PGPID 5646),5646,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#719,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/627/change/
Bodl. MS heb. f 101/41 (PGPID 2485),2485,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#720,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/527/change/
"Moss. Ia,12.2 (PGPID 5747)",5747,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.","#721, p. 370",Edition,"Note that Gil refers to the document as ""Mosseri I a 12 B.""",,None,https://geniza.princeton.edu/admin/footnotes/footnote/1825/change/
T-S 6J11.7 (PGPID 5937),5937,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#722,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4173/change/
T-S 6J3.19 (PGPID 5938),5938,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#723,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4195/change/
T-S AS 152.156 (PGPID 6031),6031,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#724,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5419/change/
T-S 8J20.7 (PGPID 2070),2070,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.","#725, 377–79",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4574/change/
CUL Or.1080 J145 (PGPID 3982),3982,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#726,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/660/change/
T-S 12.103 (PGPID 5834),5834,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#727,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2609/change/
T-S 8J7.21 (PGPID 9585),9585,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#728,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4976/change/
T-S 8J7.5 (PGPID 2196),2196,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#729,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4984/change/
ENA 3793.6 (PGPID 9564),9564,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.","#730, pp. 388",Edition,Note that Gil refers to the shelfmark as ENA 7393.6,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1195/change/
T-S 8Ja1.5 (PGPID 3873),3873,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#731,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5032/change/
T-S 12.2 (PGPID 5838),5838,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#732,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2655/change/
ENA 2805.9 (PGPID 724),724,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#733,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1139/change/
ENA 2805.13 (PGPID 694),694,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#734,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1082/change/
Halper 405 (PGPID 5734),5734,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#735,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1663/change/
ENA 2805.24 (PGPID 708),708,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#736,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1111/change/
ENA 2805.18.1 (PGPID 702),702,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#737,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1094/change/
T-S 12.229 (PGPID 5843),5843,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#738,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2677/change/
Bodl. MS heb. a 3/23 (PGPID 5589),5589,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#739,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/169/change/
DK 231.3 (alt: XI) (PGPID 6557),6557,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#740,Edition,"Transcription listed in FGP, awaiting digitization on PGP",,None,https://geniza.princeton.edu/admin/footnotes/footnote/843/change/
T-S AS 149.12 (PGPID 4169),4169,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#741,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5375/change/
DK 278.2 (PGPID 33930),33930,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#742,Edition,under the shelfmark 278 d,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6292/change/
F 1908.44ii (PGPID 29881),29881,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.","#743, p. 427",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1618/change/
L-G Misc. 34 (PGPID 4041),4041,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#744,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1811/change/
IOM D 55.14 (PGPID 5800),5800,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#745,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1687/change/
T-S 13J29.8 (PGPID 5910),5910,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#746,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3515/change/
T-S 10J4.2 (PGPID 5826),5826,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#747,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2490/change/
Bodl. MS heb. a 2/20 (PGPID 2507),2507,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#748,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6611/change/
ENA NS 2.13 (PGPID 2455),2455,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#749,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1429/change/
"Moss. IV,36.3 (PGPID 5766)",5766,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#750,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1889/change/
Halper 389 (PGPID 2587),2587,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.","#751, pp. 453-474",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1651/change/
Halper 414 (PGPID 35364),35364,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#752,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/16218/change/
T-S 12.270 (PGPID 5851),5851,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#753,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2714/change/
Bodl. MS heb. d 66/25 (PGPID 5614),5614,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#754,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/371/change/
T-S 10J10.25 (PGPID 5806),5806,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#755,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2097/change/
T-S K25.191 (PGPID 33957),33957,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#756,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6309/change/
T-S Misc.28.260 (PGPID 1383),1383,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#757,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5695/change/
T-S NS J432 (PGPID 6122),6122,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#758,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6153/change/
T-S AS 147.190 (PGPID 6020),6020,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#759,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5309/change/
T-S AS 147.191 (PGPID 6021),6021,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#760,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5310/change/
BL OR 5566C.7 + BL OR 5566C.6 (PGPID 5581),5581,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#761,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/131/change/
T-S 10J12.21 (PGPID 1499),1499,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#762,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2155/change/
ENA 2805.7 (PGPID 721),721,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#763,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1132/change/
ENA NS 29.21 (PGPID 830),830,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#764,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1508/change/
ENA 2805.17 (PGPID 699),699,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#765,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1090/change/
T-S AS 146.210 (PGPID 6015),6015,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#766,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5282/change/
T-S AS 146.234 (PGPID 6016),6016,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#767,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5283/change/
T-S 8J22.4 (PGPID 5962),5962,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#768,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4610/change/
Bodl. MS heb. d 66/123 (PGPID 567),567,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#769,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/352/change/
T-S 8J18.21 (PGPID 2013),2013,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#770,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4490/change/
T-S 10J9.2 (PGPID 5830),5830,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#771,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2578/change/
DK 238.2 (alt: VI) (PGPID 9286),9286,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.","#772, 526–29",Edition,under the shelfmark DK 238 b,,None,https://geniza.princeton.edu/admin/footnotes/footnote/854/change/
T-S 8J18.27 (PGPID 2019),2019,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#773,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4497/change/
T-S Ar.18(1).49 (PGPID 9283),9283,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#774,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5056/change/
T-S 12.371 (PGPID 3145),3145,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#775,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2799/change/
T-S 10J20.1 (PGPID 5815),5815,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#776,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2355/change/
F 1908.44GG (PGPID 29869),29869,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.","#777, p. 539",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1614/change/
T-S NS J361 (PGPID 6118),6118,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#778,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6120/change/
CUL Or.1080 J168 (PGPID 5657),5657,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#779,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/677/change/
T-S AS 152.9 (PGPID 6034),6034,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#780,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5429/change/
T-S 8J27.4 (PGPID 5974),5974,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#781,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4715/change/
T-S 16.279 (PGPID 5917),5917,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#782,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3830/change/
T-S Misc.25.130 (PGPID 6052),6052,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#783,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/5656/change/
ENA NS 22.15 (PGPID 5713),5713,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#784,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1491/change/
Bodl. MS heb. c 50/19 (PGPID 5608),5608,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#785,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/311/change/
T-S 13J27.9 (PGPID 3402),3402,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.","#786, pp. 563-565",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3482/change/
Bodl. MS heb. a 2/19 (PGPID 2506),2506,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.","#788, pp. 567-570",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/150/change/
ENA 2805.2 + ENA 2740.3 (PGPID 712),712,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#790,Edition,edition of ENA 2805.2 (upper fragment),,None,https://geniza.princeton.edu/admin/footnotes/footnote/1102/change/
T-S 13J16.2 (PGPID 3253),3253,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#792,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3127/change/
BL OR 10599.1 (PGPID 9278),9278,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#793,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/43/change/
ENA 2805.2 (PGPID 713),713,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#795,Edition,edition of ENA 2805.2 (lower fragment),,None,https://geniza.princeton.edu/admin/footnotes/footnote/6610/change/
ENA 2805.3 (PGPID 714),714,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#796,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1119/change/
ENA 3792.4 (PGPID 5695),5695,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#798,Edition,awaiting digitization on PGP,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1192/change/
ENA 4010.2 (PGPID 5696),5696,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#799,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1218/change/
ENA 4020.16 (PGPID 2404),2404,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#800,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1286/change/
ENA 4194.3 (PGPID 5411),5411,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#801,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6386/change/
ENA NS I.21 (PGPID 5723),5723,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#802,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1589/change/
F 1908.44N (PGPID 29899),29899,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#805,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1621/change/
F 1908.44V (PGPID 29923),29923,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#806,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1626/change/
T-S 10J10.6 (PGPID 2783),2783,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#807,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2107/change/
T-S 13J17.7 (PGPID 3267),3267,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#808,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3165/change/
JRL Gaster heb. ms 1863/17 (PGPID 32301),32301,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.","#809, p. 619",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1689/change/
"Moss. VII,134 (PGPID 5775)",5775,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#810,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/1947/change/
T-S 12.1 (PGPID 3090),3090,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#812,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2608/change/
T-S 12.28 (PGPID 7191),7191,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#814,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2723/change/
T-S 12.215 (PGPID 3104),3104,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#816,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2662/change/
T-S 12.634 + T-S 24.18 (PGPID 1688),1688,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#818,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/2931/change/
T-S 24.18 + T-S 12.634 (PGPID 1800),1800,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.","#818, pp.644-647",Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4088/change/
T-S Misc.25.138 (PGPID 1253),1253,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#819,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/6750/change/
T-S 16.274 (PGPID 3481),3481,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#820,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/3823/change/
T-S 20.162 (PGPID 1784),1784,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#824,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4035/change/
T-S 6J4.18 (PGPID 5939),5939,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#825,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4221/change/
T-S 8J41.6 (PGPID 3870),3870,"Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 4.",#826,Edition,,,None,https://geniza.princeton.edu/admin/footnotes/footnote/4904/change/
